"State","Facility","County","Total Deaths","Resident Deaths","Staff Deaths","Deaths UI"
"Florida","ATRIA TAMARAC","Broward","0","0","0","0"
"Florida","ATRIUM AT BOCA RATON, THE","Palm Beach","0","0","0","0"
"Florida","AURORA OF THE TREASURE COAST","St. Lucie","0","0","0","0"
"Florida","AUTUMN VILLAGE INC.","Duval","0","0","0","0"
"Florida","AVALON HEALTHCARE CENTER","Columbia","0","0","0","0"
"Florida","AVANTE AT MELBOURNE INC","Brevard","0","0","0","0"
"Florida","AVANTE AT MT DORA, INC.","Lake","0","0","0","0"
"Florida","AVANTE AT ORMOND BEACH, INC","Volusia","0","0","0","0"
"Florida","AVANTE AT ST. CLOUD, INC.","Osceola","0","0","0","0"
"Florida","BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME","Pasco","0","0","0","0"
"Florida","BALMORE PLACE ASSISTED LIVING FACILITY","Palm Beach","0","0","0","0"
"Florida","BARRINGTON (THE)","Pinellas","0","0","0","0"
"Florida","BARRINGTON TERRACE - FT MYERS","Lee","0","0","0","0"
"Florida","BARRINGTON TERRACE AT BOYNTON BEACH","Palm Beach","0","0","0","0"
"Florida","BARRINGTON TERRACE OF BOYNTON BEACH","Palm Beach","0","0","0","0"
"Florida","BARRINGTON TERRACE OF NAPLES","Collier","0","0","0","0"
"Florida","BARTRAM CROSSING","Duval","0","0","0","0"
"Florida","BAY BREEZE HEALTH AND REHABILITATION CENTER","Sarasota","0","0","0","0"
"Florida","BAY OAKS HISTORIC RETIREMENT RESIDENCE INC","Dade","0","0","0","0"
"Florida","BAY POINTE NURSING PAVILION","Pinellas","0","0","0","0"
"Florida","BAY VUE NURSING AND REHABILITATION CENTER","Manatee","0","0","0","0"
"Florida","BAYA POINTE NURSING AND REHABILITATION CENTER","Columbia","0","0","0","0"
"Florida","BAYSHORE POINTE NURSING AND REHAB CENTER","Hillsborough","0","0","0","0"
"Florida","BAYSIDE CARE CENTER","Pinellas","0","0","0","0"
"Florida","BAYSIDE TERRACE","Pinellas","0","0","0","0"
"Florida","BAYTREE LAKESIDE","Pinellas","0","0","0","0"
"Florida","BAYVIEW CENTER","Lake","0","0","0","0"
"Florida","BEACH HOUSE NAPLES ASSISTED LIVING & MEMORY CARE","Collier","0","0","0","0"
"Florida","BELLEAIR HEALTH CARE CENTER","Pinellas","0","0","0","0"
"Florida","BENEVA LAKES ASSISTED LIVING CENTER","Sarasota","0","0","0","0"
"Florida","BENEVA LAKES HEALTHCARE AND REHABILITATION CENTER","Sarasota","0","0","0","0"
"Florida","BENTLEY VILLAGE","Collier","0","0","0","0"
"Florida","BEST CARE SENIOR LIVING AT SAINT JOSEPH","Hillsborough","0","0","0","0"
"Florida","BEST CARE SENIOR LIVING AT WINTER HAVEN","Polk","0","0","0","0"
"Florida","BISHOPS GLEN RETIREMENT CENTER","Volusia","0","0","0","0"
"Florida","BLANCA AZUZENA HOME CARE INC","Dade","0","0","0","0"
"Florida","BLESSING ALF LLC","Dade","0","0","0","0"
"Florida","BLOOM AT ST PETERSBURG","Pinellas","0","0","0","0"
"Florida","BLUE POINT HOME CARE INC","Dade","0","0","0","0"
"Florida","BOCA CIEGA CENTER","Pinellas","0","0","0","0"
"Florida","BOCA RATON REHABILITATION CENTER","Palm Beach","0","0","0","0"
"Florida","BON SECOURS MARIA MANOR NURSING CARE CENTER","Pinellas","0","0","0","0"
"Florida","BON SECOURS PLACE AT ST PETERSBURG","Pinellas","0","0","0","0"
"Florida","BONIFAY NURSING AND REHAB CENTER","Holmes","0","0","0","0"
"Florida","BOSCH ALF, INC","Dade","0","0","0","0"
"Florida","BOYNTON BEACH REHABILITATION CENTER","Palm Beach","0","0","0","0"
"Florida","BRIDGE ASSISTED LIVING AT LIFE CARE CENTER OF ORLANDO (THE)","Orange","0","0","0","0"
"Florida","BRIDGEVIEW CENTER","Volusia","0","0","0","0"
"Florida","BRIDGEWATER PARK HEALTH & REHABILITATION CENTER","Marion","0","0","0","0"
"Florida","BRIGHTON GARDENS OF TAMPA","Hillsborough","0","0","0","0"
"Florida","BRISTOL COURT ASSISTED LIVING","Pinellas","0","0","0","0"
"Florida","BROOKDALE AVONDALE","Duval","0","0","0","0"
"Florida","BROOKDALE BAYSHORE","Hillsborough","0","0","0","0"
"Florida","BROOKDALE BONITA SPRINGS","Lee","0","0","0","0"
"Florida","BROOKDALE CANOPY OAKS","Marion","0","0","0","0"
"Florida","BROOKDALE CONWAY","Orange","0","0","0","0"
"Florida","BROOKDALE DR PHILLIPS MC","Orange","0","0","0","0"
"Florida","BROOKDALE FORT WALTON BEACH","Okaloosa","0","0","0","0"
"Florida","BROOKDALE GAINESVILLE SOUTHWEST","Alachua","0","0","0","0"
"Florida","BROOKDALE LAKE ORIENTA","Seminole","0","0","0","0"
"Florida","BROOKDALE NORTH NAPLES","Collier","0","0","0","0"
"Florida","BROOKDALE ORANGE PARK","Clay","0","0","0","0"
"Florida","BROOKDALE ORMOND BEACH","Volusia","0","0","0","0"
"Florida","BROOKDALE PALM COAST","Flagler","0","0","0","0"
"Florida","BROOKDALE PALMER RANCH","Sarasota","0","0","0","0"
"Florida","BROOKDALE PANAMA CITY","Bay","0","0","0","0"
"Florida","BROOKDALE PLACE AT FREEDOM POINTE","Sumter","0","0","0","0"
"Florida","BROOKDALE PORT CHARLOTTE","Charlotte","0","0","0","0"
"Florida","BROOKDALE SOUTHSIDE","Duval","0","0","0","0"
"Florida","BROOKDALE STUART","Martin","0","0","0","0"
"Florida","BROOKDALE TARPON SPRINGS","Pinellas","0","0","0","0"
"Florida","BROOKDALE WEKIWA SPRINGS","Orange","0","0","0","0"
"Florida","BROOKDALE WEST PALM BEACH","Palm Beach","0","0","0","0"
"Florida","BROOKSHIRE (THE)","Brevard","0","0","0","0"
"Florida","BROXTON'S A. L. F. HOMES","Washington","0","0","0","0"
"Florida","BUFFALO CROSSING HEALTHCARE AND REHABILITATION CENTER","Sumter","0","0","0","0"
"Florida","CALUSA HARBOUR","Lee","0","0","0","0"
"Florida","CALVINELLE WEST ALF INC","Dade","0","0","0","0"
"Florida","CAMERON ALF III CORP","Hillsborough","0","0","0","0"
"Florida","CANOPY AT HARPER LAKE (THE)","Columbia","0","0","0","0"
"Florida","CANTERBURY TOWERS INC","Hillsborough","0","0","0","0"
"Florida","CANTERFIELD OF TALLAHASSEE, LLC","Leon","0","0","0","0"
"Florida","CARE CENTER AT PINELLAS PARK, THE","Pinellas","0","0","0","0"
"Florida","CARING HANDS ASSISTED LIVING II","Dade","0","0","0","0"
"Florida","CARRINGTON PLACE OF ST PETE","Pinellas","0","0","0","0"
"Florida","CASA BELLA HOME CARE INC","Palm Beach","0","0","0","0"
"Florida","CASCADE HEIGHTS","Seminole","0","0","0","0"
"Florida","CASTLE COURT ALF INC","Hillsborough","0","0","0","0"
"Florida","CATHEDRAL GERONTOLOGY CENTER, INC","Duval","0","0","0","0"
"Florida","CENTRAL PARK HEALTHCARE AND REHABILITATION CENTER","Hillsborough","0","0","0","0"
"Florida","CENTRAL TAMPA ASSISTED LIVING","Hillsborough","0","0","0","0"
"Florida","CENTURY HEALTH AND REHABILITATION CENTER","Escambia","0","0","0","0"
"Florida","CERTUS OC OPCO, LLC","Volusia","0","0","0","0"
"Florida","CHARITY CARE INC","Dade","0","0","0","0"
"Florida","CHATHAM GLEN HEALTHCARE AND REHABILITATION CENTER","Marion","0","0","0","0"
"Florida","CHATSWORTH AT PGA NATIONAL","Palm Beach","0","0","0","0"
"Florida","CHATSWORTH AT PGA NATIONAL, LLC","Palm Beach","0","0","0","0"
"Florida","CLIFFORD CHESTER SIMS STATE VETERANS NURSING HOME","Bay","0","0","0","0"
"Florida","CLOISTERS OF DELAND, THE","Volusia","0","0","0","0"
"Florida","CLYDE E LASSEN STATE VETERANS NURSING HOME","St. Johns","0","0","0","0"
"Florida","COASTAL HEALTH AND REHABILITATION CENTER","Volusia","0","0","0","0"
"Florida","COLONIAL ASSISTED LIVING AT BOYNTON BEACH, FL","Palm Beach","0","0","0","0"
"Florida","COLONIAL ASSISTED LIVING AT TAMPA FL","Hillsborough","0","0","0","0"
"Florida","COLONIAL ASSISTED LIVING AT WEST PALM BEACH FL","Palm Beach","0","0","0","0"
"Florida","COLONNADE AT BECKETT LAKE (THE)","Pinellas","0","0","0","0"
"Florida","COMMONS AT ORLANDO LUTHERAN TOWERS","Orange","0","0","0","0"
"Florida","CONSULATE HEALTH CARE OF NEW PORT RICHEY","Pasco","0","0","0","0"
"Florida","CONSULATE HEALTH CARE OF NORTH FORT MYERS","Lee","0","0","0","0"
"Florida","CONSULATE HEALTH CARE OF PORT CHARLOTTE","Charlotte","0","0","0","0"
"Florida","CONSULATE HEALTH CARE OF SAFETY HARBOR","Pinellas","0","0","0","0"
"Florida","CONSULATE HEALTH CARE OF ST PETERSBURG","Pinellas","0","0","0","0"
"Florida","CONSULATE HEALTH CARE OF VERO BEACH","Indian River","0","0","0","0"
"Florida","CONSULATE HEALTH CARE OF WEST PALM BEACH","Palm Beach","0","0","0","0"
"Florida","CORAL OAKS","Pinellas","0","0","0","0"
"Florida","COTTAGES OF BRADENTON (THE)","Manatee","0","0","0","0"
"Florida","COUNTRYSIDE REHAB AND HEALTHCARE CENTER","Pinellas","0","0","0","0"
"Florida","COVENANT LIVING OF FLORIDA","Broward","0","0","0","0"
"Florida","COVENTRY ASSISTED LIVING","Hillsborough","0","0","0","0"
"Florida","CRESCENT WOOD","Brevard","0","0","0","0"
"Florida","CRESTWOOD NURSING CENTER","Putnam","0","0","0","0"
"Florida","CROSS CITY NURSING AND REHABILITATION CENTER","Dixie","0","0","0","0"
"Florida","CROSS POINTE CARE CENTER","Broward","0","0","0","0"
"Florida","CROSSWINDS HEALTH AND REHABILITATION CENTER","Madison","0","0","0","0"
"Florida","CROWN COURT","Citrus","0","0","0","0"
"Florida","CYPRESS POINT","Lee","0","0","0","0"
"Florida","CYPRESS VILLAGE","Duval","0","0","0","0"
"Florida","DACIER MANOR","Suwannee","0","0","0","0"
"Florida","DARCY HALL OF LIFE CARE","Palm Beach","0","0","0","0"
"Florida","DAYSPRING VILLAGE, INC","Nassau","0","0","0","0"
"Florida","DE LUNA HEALTH AND REHABILITATION CENTER","Escambia","0","0","0","0"
"Florida","DEBARY HEALTH AND REHABILITATION CENTER","Volusia","0","0","0","0"
"Florida","DEERFIELD BEACH HEALTH AND REHABILITATION CENTER","Broward","0","0","0","0"
"Florida","DESOTO HEALTH AND REHAB","Desoto","0","0","0","0"
"Florida","DESOTO PALMS LLC","Sarasota","0","0","0","0"
"Florida","DESTIN HEALTHCARE AND REHABILITATION CENTER","Okaloosa","0","0","0","0"
"Florida","DISCOVERY VILLAGE AT BOYNTON BEACH AL","Palm Beach","0","0","0","0"
"Florida","DISCOVERY VILLAGE AT MELBOURNE","Brevard","0","0","0","0"
"Florida","DISCOVERY VILLAGE AT NAPLES","Collier","0","0","0","0"
"Florida","DISCOVERY VILLAGE AT SARASOTA BAY","Manatee","0","0","0","0"
"Florida","DISCOVERY VILLAGE AT TAMPA PALMS","Hillsborough","0","0","0","0"
"Florida","DOLPHIN POINTE HEALTH CARE CENTER","Duval","0","0","0","0"
"Florida","DOUGLAS JACOBSON STATE VETERANS NURSING HOME","Charlotte","0","0","0","0"
"Florida","DULCE HOGAR","Dade","0","0","0","0"
"Florida","EAST BAY REHABILITATION CENTER","Pinellas","0","0","0","0"
"Florida","EAST RIDGE RETIREMENT VILLAGE INC","Dade","0","0","0","0"
"Florida","EAST RIDGE RETIREMENT VILLAGE, INC","Dade","0","0","0","0"
"Florida","EASTBROOKE GARDENS","Seminole","0","0","0","0"
"Florida","EASTSIDE ACTIVE LIVING","Broward","0","0","0","0"
"Florida","EDEN SPRINGS NURSING AND REHAB CENTER","Wakulla","0","0","0","0"
"Florida","EGRET COVE CENTER","Pinellas","0","0","0","0"
"Florida","ELAN BUENA VISTA","Sumter","0","0","0","0"
"Florida","ELITE GARDEN ROCKLEDGE LLC","Brevard","0","0","0","0"
"Florida","ELITE MANOR - KISSIMMEE","Osceola","0","0","0","0"
"Florida","ELMCROFT OF BELLA VITA","Sarasota","0","0","0","0"
"Florida","EMBASSY RETIREMENT HOME OF MARGATE","Broward","0","0","0","0"
"Florida","EMERALD PARK OF HOLLYWOOD","Broward","0","0","0","0"
"Florida","EMORY L BENNETT MEMORIAL VETERANS NURSING HOME","Volusia","0","0","0","0"
"Florida","ENCORE AT AVALON PARK","Orange","0","0","0","0"
"Florida","ENGLISH ESTATES ASSISTED LIVING FACILITY INC","Seminole","0","0","0","0"
"Florida","EPWORTH VILLAGE RETIREMENT COMMUNITY","Dade","0","0","0","0"
"Florida","ESTHER HOME CARE INC","Dade","0","0","0","0"
"Florida","EVANS HEALTH CARE","Lee","0","0","0","0"
"Florida","EVERGREEN WOODS","Hernando","0","0","0","0"
"Florida","EXCEL CARE CENTER","Hillsborough","0","0","0","0"
"Florida","FAITH HOUSE ASSISTED LIVING FACILITY","Seminole","0","0","0","0"
"Florida","FELLOWSHIP HOME AT THE FAIRWAY","Highlands","0","0","0","0"
"Florida","FERN PARK DEVELOPMENTAL CENTER","Seminole","0","0","0","0"
"Florida","FERNANDINA BEACH REHABILITATION AND NURSING CENTER","Nassau","0","0","0","0"
"Florida","FINNISH-AMERICAN VILLAGE","Palm Beach","0","0","0","0"
"Florida","FIRST COAST HEALTH AND REHABILITATION CENTER","Duval","0","0","0","0"
"Florida","FLAMINGO ALF","Broward","0","0","0","0"
"Florida","FLEET LANDING","Duval","0","0","0","0"
"Florida","FLORIDA MENTOR","Duval","0","0","0","0"
"Florida","FLORIDA PRESBYTERIAN HOMES INC","Polk","0","0","0","0"
"Florida","FOREST GLEN LODGES","Pasco","0","0","0","0"
"Florida","FORUM AT DEER CREEK","Broward","0","0","0","0"
"Florida","FT LAUDERDALE HEALTH AND REHABILITATION CENTER","Broward","0","0","0","0"
"Florida","GANDY CROSSING CARE CENTER","Hillsborough","0","0","0","0"
"Florida","GARDENS AT TERRACINA HEALTH & REHABILITATION","Collier","0","0","0","0"
"Florida","GARDENS COURT, THE","Palm Beach","0","0","0","0"
"Florida","GATEWAY CARE CENTER","Pinellas","0","0","0","0"
"Florida","GENTRY PARK ORLANDO","Orange","0","0","0","0"
"Florida","GLADES WEST REHABILITATION AND NURSING CENTER","Broward","0","0","0","0"
"Florida","GLEN OAKS HEALTH AND REHABILITATION CENTER","Pinellas","0","0","0","0"
"Florida","GLENRIDGE ON PALMER RANCH INC.","Sarasota","0","0","0","0"
"Florida","GOLD CHOICE DELTONA","Volusia","0","0","0","0"
"Florida","GOLDEN AGE MANOR ALF","Broward","0","0","0","0"
"Florida","GOLDEN RETREAT SHELTER CARE CENTER, INC.","Duval","0","0","0","0"
"Florida","GOLDEN YEARS ALF","Palm Beach","0","0","0","0"
"Florida","GOLFVIEW HEALTHCARE CENTER","Pinellas","0","0","0","0"
"Florida","GOOD SAMARITAN CENTER","Suwannee","0","0","0","0"
"Florida","GOOD SAMARITAN SOCIETY-DAYTONA","Volusia","0","0","0","0"
"Florida","GRACE MANOR AT HUNTERS CREEK LLC","Hillsborough","0","0","0","0"
"Florida","GRACE REHABILITATION CENTER OF VERO BEACH","Indian River","0","0","0","0"
"Florida","GRACIOUS AGE","Seminole","0","0","0","0"
"Florida","GRAND LIVING AT TAMAYA","Duval","0","0","0","0"
"Florida","GRAND OAKS HEALTH AND REHABILITATION CENTER","Flagler","0","0","0","0"
"Florida","GRAND VILLA OF DEERFIELD BEACH","Broward","0","0","0","0"
"Florida","GRAND VILLA OF LAKELAND","Polk","0","0","0","0"
"Florida","GRAND VILLA OF LARGO","Pinellas","0","0","0","0"
"Florida","GRAND VILLA OF MELBOURNE","Brevard","0","0","0","0"
"Florida","GRAND VILLA OF NEW PORT RICHEY","Pasco","0","0","0","0"
"Florida","GRAND VILLA OF ORMOND BEACH","Volusia","0","0","0","0"
"Florida","GRAND VILLA OF PINELLAS PARK","Pinellas","0","0","0","0"
"Florida","GRAND VILLA OF SARASOTA","Sarasota","0","0","0","0"
"Florida","GRAND VILLA OF ST PETERSBURG","Pinellas","0","0","0","0"
"Florida","GREEN GABLES ASSISTED LIVING","Indian River","0","0","0","0"
"Florida","GROVE HEALTH AND REHABILITATION CENTER, THE","Citrus","0","0","0","0"
"Florida","GULF COAST VILLAGE","Lee","0","0","0","0"
"Florida","HAINAT, INC","Dade","0","0","0","0"
"Florida","HAMPTON ALF AT 24TH ROAD LLC","Marion","0","0","0","0"
"Florida","HAMPTON ALF AT BELLEVIEW LLC","Marion","0","0","0","0"
"Florida","HARBORCHASE OF DR PHILLIPS","Orange","0","0","0","0"
"Florida","HARBORCHASE OF MANDARIN","Duval","0","0","0","0"
"Florida","HARBORCHASE OF NAPLES","Collier","0","0","0","0"
"Florida","HARBORCHASE OF PALM BEACH GARDENS","Palm Beach","0","0","0","0"
"Florida","HARBORCHASE OF SARASOTA","Sarasota","0","0","0","0"
"Florida","HARBORCHASE OF VENICE","Sarasota","0","0","0","0"
"Florida","HARBORVIEW ACRES INC","Charlotte","0","0","0","0"
"Florida","HARBOURWOOD CARE CENTER","Pinellas","0","0","0","0"
"Florida","HARDEE MANOR HEALTHCARE CENTER","Hardee","0","0","0","0"
"Florida","HARTS HARBOR HEALTH CARE CENTER","Duval","0","0","0","0"
"Florida","HAVEN OF OUR LADY OF PEACE","Escambia","0","0","0","0"
"Florida","HAWTHORNE HEALTH AND REHAB OF BRANDON","Hillsborough","0","0","0","0"
"Florida","HAWTHORNE INN OF BRANDON","Hillsborough","0","0","0","0"
"Florida","HEALTH CENTER AT SINAI RESIDENCES","Palm Beach","0","0","0","0"
"Florida","HEALTHCARE CENTER OF JACKSONVILLE","Duval","0","0","0","0"
"Florida","HEARTLAND HEALTH CARE & REHABILITATION CENTER","Sarasota","0","0","0","0"
"Florida","HENDRICKS","Nassau","0","0","0","0"
"Florida","HERITAGE HOUSE","Pinellas","0","0","0","0"
"Florida","HERITAGE PARK HEALTH AND REHABILITATION CENTER","Pasco","0","0","0","0"
"Florida","HERON HOUSE","Sarasota","0","0","0","0"
"Florida","HERON HOUSE OF LARGO","Pinellas","0","0","0","0"
"Florida","HIALEAH ALF INC","Dade","0","0","0","0"
"Florida","HIALEAH SHORES NURSING AND REHAB CENTER","Dade","0","0","0","0"
"Florida","HIBISCUS COURT","Brevard","0","0","0","0"
"Florida","HIGHLAND PINES REHABILITATION CENTER","Pinellas","0","0","0","0"
"Florida","HILLSBOROUGH COUNTY DEVELOPMENTAL CENTER","Hillsborough","0","0","0","0"
"Florida","HSRE-ASL CASSELBERRY TRS LLC","Seminole","0","0","0","0"
"Florida","HUNTERS CREEK NURSING AND REHAB CENTER","Orange","0","0","0","0"
"Florida","IMMACULATE HOUSE AT COUNTRYSIDE","Pinellas","0","0","0","0"
"Florida","INDIGO MANOR","Volusia","0","0","0","0"
"Florida","INDIGO PALMS AT THE MANOR","Volusia","0","0","0","0"
"Florida","INN ASTON AT GARDENS TAMPA BAY (THE)","Hillsborough","0","0","0","0"
"Florida","INN AT LAKE SEMINOLE SQUARE (THE)","Pinellas","0","0","0","0"
"Florida","INN AT THE FOUNTAINS","Pinellas","0","0","0","0"
"Florida","INSPIRED LIVING AT TAMPA","Hillsborough","0","0","0","0"
"Florida","INTEGRITY GROUP HOME CORPORATION","Dade","0","0","0","0"
"Florida","ISLAND HEALTH AND REHABILITATION CENTER","Brevard","0","0","0","0"
"Florida","ISLE HEALTH & REHABILITATION CENTER","Clay","0","0","0","0"
"Florida","J R FAMILY CARE INC","Dade","0","0","0","0"
"Florida","JACARANDA MANOR","Pinellas","0","0","0","0"
"Florida","JACKSON MEMORIAL PERDUE MEDICAL CENTER","Dade","0","0","0","0"
"Florida","JACKSONVILLE NURSING AND REHAB CENTER","Duval","0","0","0","0"
"Florida","JEAN CARLOS ALF INC","Dade","0","0","0","0"
"Florida","JOHN KNOX VILLAGE OF CENTRAL FLORIDA, INC.","Volusia","0","0","0","0"
"Florida","JOHN KNOX VILLAGE OF FLORIDA, INC.","Broward","0","0","0","0"
"Florida","JOHN KNOX VILLAGE OF POMPANO BEACH","Broward","0","0","0","0"
"Florida","JUPITER MEDICAL CENTER PAVILION, INC.","Palm Beach","0","0","0","0"
"Florida","JUPITER REHABILITATION AND HEALTHCARE CENTER","Palm Beach","0","0","0","0"
"Florida","KENDALL LAKES HEALTH AND REHABILITATION CENTER","Dade","0","0","0","0"
"Florida","KEYSTONE PLACE AT NAPLES PRESERVE","Collier","0","0","0","0"
"Florida","KEYSTONE PLACE AT TERRA BELLA","Pasco","0","0","0","0"
"Florida","KEYSTONE REHABILITATION AND HEALTH CENTER","Osceola","0","0","0","0"
"Florida","KIVA AT CANTERBURY, LLC","Collier","0","0","0","0"
"Florida","KR AT COLLEGE HARBOR","Pinellas","0","0","0","0"
"Florida","LAFAYETTE NURSING AND REHABILITATION CENTER","Lafayette","0","0","0","0"
"Florida","LAKE EUSTIS HEALTH AND REHABILITATION CENTER","Lake","0","0","0","0"
"Florida","LAKE PLACID HEALTH AND REHABILITATION CENTER","Highlands","0","0","0","0"
"Florida","LAKELAND MANOR ALF","Polk","0","0","0","0"
"Florida","LAKESIDE HEALTH CENTER","Palm Beach","0","0","0","0"
"Florida","LAKESIDE NEUROLOGIC","Hardee","0","0","0","0"
"Florida","LAKESIDE NURSING AND REHABILITATION CENTER","Duval","0","0","0","0"
"Florida","LAKESIDE OAKS CARE CENTER","Pinellas","0","0","0","0"
"Florida","LAKEVIEW RETIREMENT RESIDENCE, INC.","Broward","0","0","0","0"
"Florida","LAS MERCEDES BOARDING HOME","Dade","0","0","0","0"
"Florida","LAURELLWOOD CARE CENTER","Pinellas","0","0","0","0"
"Florida","LEISURE LIVING OF VICTORIA PARK","Broward","0","0","0","0"
"Florida","LENOX ON THE LAKE (THE)","Broward","0","0","0","0"
"Florida","LIANA OF VENICE","Sarasota","0","0","0","0"
"Florida","LIFE CARE CENTER OF NEW PORT RICHEY","Pasco","0","0","0","0"
"Florida","LIFE CARE CENTER OF PALM BAY","Brevard","0","0","0","0"
"Florida","LIFE CARE CENTER OF PORT ST. LUCIE","St. Lucie","0","0","0","0"
"Florida","LIFE CARE CENTER OF SARASOTA","Manatee","0","0","0","0"
"Florida","LIFE CONCEPTS, INC.","Orange","0","0","0","0"
"Florida","LILY'S PROMISE LLC","Manatee","0","0","0","0"
"Florida","LINCOLN MANOR","Broward","0","0","0","0"
"Florida","LITTLE RIVER ASSISTED LIVING INC","Dade","0","0","0","0"
"Florida","LIVEWELL AT CORAL PLAZA","Broward","0","0","0","0"
"Florida","LIVEWELL AT COURTYARD PLAZA","Dade","0","0","0","0"
"Florida","LIVEWELL AT GRAND COURT LAKES","Dade","0","0","0","0"
"Florida","LOURDES-NOREEN MCKEEN RESIDENCE FOR GERIATRIC CARE, INC.","Palm Beach","0","0","0","0"
"Florida","LOVING CARE ASSISTED LIVING LLC","Pinellas","0","0","0","0"
"Florida","MACTOWN, INC","Dade","0","0","0","0"
"Florida","MADISON AT OCOEE","Orange","0","0","0","0"
"Florida","MADISON POINTE CARE CENTER","Pasco","0","0","0","0"
"Florida","MAGNOLIA ACRES","Sarasota","0","0","0","0"
"Florida","MAGNOLIA HOUSE","Gadsden","0","0","0","0"
"Florida","MAGNOLIA MANOR AT DAYTONA BEACH, LLC","Volusia","0","0","0","0"
"Florida","MAJESTIC MEMORY CARE CENTER","Broward","0","0","0","0"
"Florida","MAJESTIC OAKS","Volusia","0","0","0","0"
"Florida","MANGO PLACE","Sarasota","0","0","0","0"
"Florida","MANOR AT BLUE WATER BAY, THE","Okaloosa","0","0","0","0"
"Florida","MANOR OAKS NURSING & REHABILITATION CENTER","Broward","0","0","0","0"
"Florida","MANORCARE HEALTH SERVICES","Palm Beach","0","0","0","0"
"Florida","MANORCARE HEALTH SERVICES DUNEDIN","Pinellas","0","0","0","0"
"Florida","MANORCARE HEALTH SERVICES SARASOTA","Sarasota","0","0","0","0"
"Florida","MANORCARE HEALTH SERVICES WEST PALM BEACH","Palm Beach","0","0","0","0"
"Florida","MARIANNA HEALTH AND REHABILITATION CENTER","Jackson","0","0","0","0"
"Florida","MARION AND BERNARD L SAMSON NURSING CENTER","Pinellas","0","0","0","0"
"Florida","MARTIN NURSING AND REHABILITATION","Martin","0","0","0","0"
"Florida","MASONIC HOME OF FLORIDA","Pinellas","0","0","0","0"
"Florida","MAUD'S PLACE","Dade","0","0","0","0"
"Florida","MAYFLOWER ASSISTED LIVING FACILITY","Orange","0","0","0","0"
"Florida","MEMORY LANE COTTAGE AT TAMPA PALMS, LLC","Hillsborough","0","0","0","0"
"Florida","MERRILL GARDENS AT CHAMPIONSGATE","Polk","0","0","0","0"
"Florida","MERRY ONE ALF","Dade","0","0","0","0"
"Florida","MIA CASA AT NORTH MIAMI LLC","Dade","0","0","0","0"
"Florida","MIAMI ASTURIAS HOME INC","Dade","0","0","0","0"
"Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","Dade","0","0","0","0"
"Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","Dade","0","0","0","0"
"Florida","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","Dade","0","0","0","0"
"Florida","MIAMI-DADE COUNTY","Dade","0","0","0","0"
"Florida","MIDTOWN MANOR","Broward","0","0","0","0"
"Florida","MINER NORTH","Nassau","0","0","0","0"
"Florida","MIRACLE HILL NURSING AND REHABILITATION CENTER, INC","Leon","0","0","0","0"
"Florida","MORSELIFE MEMORY CARE RESIDENCE","Palm Beach","0","0","0","0"
"Florida","MORTON PLANT REHABILITATION CENTER","Pinellas","0","0","0","0"
"Florida","NAPLES GREEN VILLAGE","Collier","0","0","0","0"
"Florida","NAVARRE GARDENS ASSISTED LIVING FACILITY","Santa Rosa","0","0","0","0"
"Florida","NEULIFE NEUROLOGICAL SERVICES, LLC","Lake","0","0","0","0"
"Florida","NEUROINTERNATIONAL SARASOTA","Sarasota","0","0","0","0"
"Florida","NEW AGE ADULTCARE INC","Dade","0","0","0","0"
"Florida","NEW HOPE A.L.F., INC.","Dade","0","0","0","0"
"Florida","NEW HORIZONS OF NORTHWEST FLORIDA, INC.","Escambia","0","0","0","0"
"Florida","NOBLE GARDENS OF JACKSONVILLE, LLC","Duval","0","0","0","0"
"Florida","NOBLE HOUSE RETIREMENT OF JACKSONVILLE, LLC","Duval","0","0","0","0"
"Florida","NORTH FLORIDA RETIREMENT VILLAGE","Alachua","0","0","0","0"
"Florida","NORTH LAKE RETIREMENT HOME INC","Broward","0","0","0","0"
"Florida","NORTH REHABILITATION CENTER","Pinellas","0","0","0","0"
"Florida","NORTHDALE REHABILITATION CENTER","Hillsborough","0","0","0","0"
"Florida","NSPIRE HEALTHCARE KENDALL","Dade","0","0","0","0"
"Florida","NURSING CENTER AT FREEDOM VILLAGE, THE","Manatee","0","0","0","0"
"Florida","NURSING CENTER AT LA POSADA","Palm Beach","0","0","0","0"
"Florida","OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA","Alachua","0","0","0","0"
"Florida","OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA INC","Alachua","0","0","0","0"
"Florida","OAK MANOR HEALTHCARE & REHABILITATION CENTER","Pinellas","0","0","0","0"
"Florida","OAKBRIDGE TERRACE AL RESIDENCE AT ST ANDREWS ESTATES","Palm Beach","0","0","0","0"
"Florida","OAKBRIDGE TERRACE ASSISTED LIVING AT INDIAN RIVER ESTATES","Indian River","0","0","0","0"
"Florida","OAKBRIDGE TERRACE AT AZALEA TRACE","Escambia","0","0","0","0"
"Florida","OAKHURST CENTER","Marion","0","0","0","0"
"Florida","OAKS AT AVON","Highlands","0","0","0","0"
