"DEPCODE","County","State","Facility","Total Deaths","Resident Deaths","Staff Deaths","Deaths UI"
36,"Lee","Florida","WOODLANDS (THE)","5","5","0","0"
36,"Lee","Florida","FORT MYERS REHABILITATION AND NURSING CENTER","15","14","1","0"
36,"Lee","Florida","SPRINGWOOD COURT","2","2","0","0"
36,"Lee","Florida","SHELL POINT NURSING PAVILION","1","1","0","0"
36,"Lee","Florida","REHAB & HEALTHCARE CENTER OF CAPE CORAL","14","14","0","0"
36,"Lee","Florida","HERITAGE PARK REHABILITATION AND HEALTHCARE","8","8","0","0"
36,"Lee","Florida","WINDSOR AT CAPE CORAL (THE)","2","2","0","0"
36,"Lee","Florida","INSPIRED LIVING AT BONITA SPRINGS","4","3","1","0"
36,"Lee","Florida","CAPE WEST LLC","4","4","0","0"
36,"Lee","Florida","CYPRESS POINT","2","2","0","0"
36,"Lee","Florida","GLADWELL FORT MYERS","2","2","0","0"
36,"Lee","Florida","AMERICAN HOUSE FORT MYERS","1","1","0","0"
36,"Lee","Florida","THE ROSE GARDEN OF FT MYERS","5","5","0","0"
36,"Lee","Florida","HEALTHPARK CARE CENTER","4","4","0","0"
36,"Lee","Florida","ROSARIO ASSISTED LIVING FACILITY","1","1","0","0"
36,"Lee","Florida","CAPE CORAL SHORES","3","3","0","0"
36,"Lee","Florida","BROOKDALE FORT MYERS THE COLONY","7","7","0","0"
36,"Lee","Florida","ARBOR AT SHELL POINT (THE)","2","2","0","0"
36,"Lee","Florida","WINKLER COURT","1","1","0","0"
36,"Lee","Florida","HEARTLAND HEALTH CARE CENTER-FT MYERS","8","8","0","0"
36,"Lee","Florida","MANORCARE HEALTH SERVICES","9","9","0","0"
36,"Lee","Florida","PACIFICA SENIOR LIVING FORT MYERS","3","3","0","0"
36,"Lee","Florida","ATRIUM AT LIBERTY PARK","1","0","1","0"
36,"Lee","Florida","CYPRESS COVE AT HEALTHPARK FLORIDA","1","1","0","0"
36,"Lee","Florida","LIFE CARE CENTER OF ESTERO","7","7","0","0"
36,"Lee","Florida","CORAL TRACE HEALTH CARE","1","1","0","0"
36,"Lee","Florida","VILLA COURT LLC","1","1","0","0"
36,"Lee","Florida","BARRINGTON TERRACE - FT MYERS","1","1","0","0"
36,"Lee","Florida","DISCOVERY VILLAGE AT THE FORUM","1","1","0","0"
36,"Lee","Florida","EVANS HEALTH CARE","8","8","0","0"
36,"Lee","Florida","LEHIGH ACRES HEALTH AND REHABILITATION CENTER","7","7","0","0"
36,"Lee","Florida","PAGE REHABILITATION AND HEALTHCARE CENTER","33","33","0","0"
36,"Lee","Florida","CALUSA HARBOUR","1","1","0","0"
36,"Lee","Florida","BROOKDALE SANTA BARBARA","4","4","0","0"
36,"Lee","Florida","BARKLEY PLACE","1","1","0","0"
36,"Lee","Florida","PALMS OF FORT MYERS","1","1","0","0"
37,"Leon","Florida","AZALEA GARDENS ALZHEIMER'S SPECIAL CARE CENTER","2","2","0","0"
37,"Leon","Florida","WESTMINSTER OAKS","2","2","0","0"
37,"Leon","Florida","TALLAHASSEE DEVELOPMENTAL CENTER","5","3","2","0"
37,"Leon","Florida","PRUITTHEALTH - SOUTHWOOD","1","1","0","0"
38,"Levy","Florida","WILLISTON CARE CENTER","1","1","0","0"
40,"Madison","Florida","LAKE PARK OF MADISON NURSING AND REHABILITATION CENTER","3","3","0","0"
40,"Madison","Florida","MADISON HEALTH AND REHABILITATION CENTER","2","1","1","0"
41,"Manatee","Florida","BRADENTON HEALTH CARE","13","13","0","0"
41,"Manatee","Florida","WATER'S EDGE OF BRADENTON, LLC","3","3","0","0"
41,"Manatee","Florida","CASA MORA REHABILITATION AND EXTENDED CARE","11","11","0","0"
41,"Manatee","Florida","MANATEE SPRINGS REHABILITATION AND NURSING CENTER","13","13","0","0"
41,"Manatee","Florida","INN AT FREEDOM VILLAGE (THE)","1","1","0","0"
41,"Manatee","Florida","RIVIERA PALMS REHABILITATION CENTER","16","16","0","0"
41,"Manatee","Florida","SUMMERFIELD RETIREMENT","2","2","0","0"
41,"Manatee","Florida","SURREY PLACE HEALTHCARE AND REHABILITATION","3","3","0","0"
41,"Manatee","Florida","BROOKDALE BRADENTON GARDENS","3","3","0","0"
41,"Manatee","Florida","BRADEN RIVER REHABILITATION CENTER LLC","21","20","1","0"
41,"Manatee","Florida","WINDSOR OF LAKEWOOD RANCH (THE)","1","1","0","0"
41,"Manatee","Florida","HERITAGE PARK CARE AND REHABILITATION CENTER","19","19","0","0"
41,"Manatee","Florida","LANGDON HALL OF BRADENTON","1","1","0","0"
42,"Marion","Florida","OAKHURST CENTER","1","1","0","0"
42,"Marion","Florida","OCALA HEALTH AND REHABILITATION CENTER","1","1","0","0"
42,"Marion","Florida","OCALA OAKS REHABILITATION CENTER","5","5","0","0"
42,"Marion","Florida","HAWTHORNE HEALTH AND REHAB OF OCALA","1","1","0","0"
42,"Marion","Florida","BRENTWOOD AT FORE RANCH","2","2","0","0"
42,"Marion","Florida","TIMBERRIDGE NURSING & REHABILITATION CENTER","6","6","0","0"
42,"Marion","Florida","BRIDGE AT LIFE CARE CENTER OF OCALA (THE)","1","1","0","0"
42,"Marion","Florida","PALM GARDEN OF OCALA","3","3","0","0"
42,"Marion","Florida","THE HARMONY HOUSE OF OCALA","2","2","0","0"
42,"Marion","Florida","AVANTE AT OCALA, INC","1","1","0","0"
43,"Martin","Florida","GRAND OAKS OF JENSEN BEACH","1","1","0","0"
43,"Martin","Florida","YOURLIFE OF STUART","8","8","0","0"
43,"Martin","Florida","HOBE SOUND MANOR","1","1","0","0"
43,"Martin","Florida","SALERNO BAY HEALTH AND REHABILITATION CENTER","4","4","0","0"
43,"Martin","Florida","BROOKDALE STUART","1","1","0","0"
43,"Martin","Florida","AMORE AT KANNER HIGHWAY, LLC","1","1","0","0"
43,"Martin","Florida","SOLARIS HEALTHCARE PARKWAY","2","2","0","0"
43,"Martin","Florida","MARTIN NURSING AND REHABILITATION","6","6","0","0"
43,"Martin","Florida","PALM CITY NURSING AND REHAB CENTER","6","6","0","0"
43,"Martin","Florida","STUART LODGE","3","3","0","0"
43,"Martin","Florida","TERRACE AT HOBE SOUND, THE","19","18","0","1"
43,"Martin","Florida","SOLARIS SENIOR LIVING STUART","1","1","0","0"
43,"Martin","Florida","GRAND OAKS OF PALM CITY LLC","2","2","0","0"
44,"Monroe","Florida","CRYSTAL HEALTH AND REHAB CENTER, LLC","1","1","0","0"
45,"Nassau","Florida","LIFE CARE CENTER OF HILLIARD","2","1","0","1"
46,"Okaloosa","Florida","SHOAL CREEK REHABILITATION CENTER","7","7","0","0"
46,"Okaloosa","Florida","DESTIN HEALTHCARE AND REHABILITATION CENTER","1","1","0","0"
46,"Okaloosa","Florida","FORT WALTON REHABILITATION CENTER, LLC","4","4","0","0"
46,"Okaloosa","Florida","MANOR AT BLUE WATER BAY, THE","1","1","0","0"
46,"Okaloosa","Florida","EMERALD COAST CENTER","3","3","0","0"
46,"Okaloosa","Florida","SUPERIOR RESIDENCES OF NICEVILLE","2","1","0","1"
46,"Okaloosa","Florida","THE MERIDIAN AT WESTWOOD","2","2","0","0"
47,"Okeechobee","Florida","OKEECHOBEE HEALTH CARE FACILITY","4","3","0","1"
48,"Orange","Florida","BROOKDALE WEKIWA SPRINGS","1","1","0","0"
48,"Orange","Florida","SONATA WEST","1","1","0","0"
48,"Orange","Florida","ROSEWOOD HEALTH AND REHABILITATION CENTER","2","2","0","0"
48,"Orange","Florida","ORLANDO HEALTH CENTER FOR REHABILITATION","1","1","0","0"
48,"Orange","Florida","PALM GARDEN OF ORLANDO","2","2","0","0"
48,"Orange","Florida","ADVENTHEALTH CARE CENTER ORLANDO EAST","3","3","0","0"
48,"Orange","Florida","WINTER GARDEN REHABILITATION AND NURSING CENTER","2","1","0","1"
48,"Orange","Florida","PARKVIEW REHABILITATION CENTER AT WINTER PARK","2","2","0","0"
48,"Orange","Florida","TERRA VISTA REHAB AND HEALTH CENTER","2","2","0","0"
48,"Orange","Florida","ORLANDO HEALTH AND REHABILITATION CENTER","5","5","0","0"
48,"Orange","Florida","GUARDIAN CARE NURSING & REHABILITATION CENTER","6","6","0","0"
48,"Orange","Florida","SERENADES BY SONATA - WEST ORANGE","1","1","0","0"
48,"Orange","Florida","HUNTERS CREEK NURSING AND REHAB CENTER","1","1","0","0"
48,"Orange","Florida","SAVANNAH COURT OF MAITLAND","1","1","0","0"
48,"Orange","Florida","MAYFLOWER HEALTHCARE CENTER","2","2","0","0"
48,"Orange","Florida","AVANTE AT ORLANDO INC.","4","4","0","0"
48,"Orange","Florida","GREEN TREE ASSISTED LIVING, LLC","2","2","0","0"
48,"Orange","Florida","SAVANNAH GRAND OF MAITLAND","2","2","0","0"
48,"Orange","Florida","OCOEE HEALTH CARE CENTER","7","5","2","0"
49,"Osceola","Florida","GOOD SAMARITAN SOCIETY-KISSIMMEE VILLAGE","2","2","0","0"
49,"Osceola","Florida","SOLARIS HEALTHCARE OSCEOLA","3","3","0","0"
49,"Osceola","Florida","TERRACE OF KISSIMMEE, THE","1","1","0","0"
49,"Osceola","Florida","TERRACE OF ST CLOUD, THE","10","10","0","0"
49,"Osceola","Florida","AVANTE AT ST. CLOUD, INC.","1","1","0","0"
49,"Osceola","Florida","CONSULATE HEALTH CARE OF KISSIMMEE","10","9","0","1"
49,"Osceola","Florida","KEYSTONE REHABILITATION AND HEALTH CENTER","1","1","0","0"
50,"Palm Beach","Florida","RENAISSANCE HEALTH AND REHABILITATION","6","6","0","0"
50,"Palm Beach","Florida","VI AT LAKESIDE VILLAGE","1","1","0","0"
50,"Palm Beach","Florida","REHABILITATION CENTER OF THE PALM BEACHES THE","4","4","0","0"
50,"Palm Beach","Florida","PACIFICA SENIOR LIVING OF PALM BEACH","3","3","0","0"
50,"Palm Beach","Florida","PLEASANT RETIREMENT HOME INC","1","1","0","0"
50,"Palm Beach","Florida","SIGNATURE HEALTHCARE OF PALM BEACH","19","19","0","0"
50,"Palm Beach","Florida","LAKE VIEW CARE CENTER AT DELRAY","12","12","0","0"
50,"Palm Beach","Florida","GARDENS COURT, THE","1","1","0","0"
50,"Palm Beach","Florida","THE MERIDIAN AT BOCA RATON","1","1","0","0"
50,"Palm Beach","Florida","CROSSINGS, THE","20","20","0","0"
50,"Palm Beach","Florida","WILLOWBROOKE COURT AT ST ANDREWS ESTATES","5","5","0","0"
50,"Palm Beach","Florida","REGENTS PARK NURSING & REHABILITATION CENTER","10","10","0","0"
50,"Palm Beach","Florida","ALLEGRO","1","1","0","0"
50,"Palm Beach","Florida","AVANTE AT BOCA RATON, INC.","8","8","0","0"
50,"Palm Beach","Florida","SAVANNAH COURT OF THE PALM BEACHES","9","8","1","0"
50,"Palm Beach","Florida","THE CLUB AT BOYNTON BEACH","1","1","0","0"
50,"Palm Beach","Florida","ABBEY DELRAY SOUTH","8","8","0","0"
50,"Palm Beach","Florida","LOURDES-NOREEN MCKEEN RESIDENCE FOR GERIATRIC CARE, INC.","2","2","0","0"
50,"Palm Beach","Florida","HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF BOCA RATON","7","7","0","0"
50,"Palm Beach","Florida","JUPITER REHABILITATION AND HEALTHCARE CENTER","9","9","0","0"
50,"Palm Beach","Florida","MEDICANA NURSING AND REHAB CENTER","8","8","0","0"
50,"Palm Beach","Florida","MANORCARE HEALTH SERVICES","4","4","0","0"
50,"Palm Beach","Florida","FIVE STAR PREMIER RESIDENCES OF BOCA RATON","3","3","0","0"
50,"Palm Beach","Florida","CORAL BAY HEALTHCARE AND REHABILITATION","1","1","0","0"
50,"Palm Beach","Florida","COLONIAL ASSISTED LIVING AT WEST PALM BEACH FL","1","1","0","0"
50,"Palm Beach","Florida","AVANTE AT LAKE WORTH, INC.","2","1","1","0"
50,"Palm Beach","Florida","BROOKDALE WEST BOYNTON BEACH","1","1","0","0"
50,"Palm Beach","Florida","FINNISH-AMERICAN VILLAGE","5","5","0","0"
50,"Palm Beach","Florida","FOUNTAINVIEW","4","4","0","0"
50,"Palm Beach","Florida","ARBOR OAKS AT GREENACRES","13","13","0","0"
50,"Palm Beach","Florida","BOULEVARD REHABILITATION CENTER","10","10","0","0"
50,"Palm Beach","Florida","SYMPHONY AT DELRAY BEACH","2","2","0","0"
50,"Palm Beach","Florida","ARDEN COURTS OF DELRAY BEACH","1","1","0","0"
50,"Palm Beach","Florida","PARKSIDE INN","2","2","0","0"
50,"Palm Beach","Florida","OASIS HEALTH AND REHABILITATION CENTER","17","17","0","0"
50,"Palm Beach","Florida","BANYAN PLACE","5","5","0","0"
50,"Palm Beach","Florida","MANORCARE HEALTH SERVICES - BOYNTON BEACH","8","8","0","0"
50,"Palm Beach","Florida","HEARTLAND HEALTH CARE CENTER - BOYNTON BEACH","12","12","0","0"
50,"Palm Beach","Florida","VENTURA HEALTH AND REHABILITATION CENTER","5","5","0","0"
50,"Palm Beach","Florida","JOSEPH L. MORSE HEALTH CENTER, INC., THE","3","3","0","0"
50,"Palm Beach","Florida","GRAND VILLA OF DELRAY EAST","9","9","0","0"
50,"Palm Beach","Florida","ATRIA PARK OF ST JOSEPH'S","1","1","0","0"
50,"Palm Beach","Florida","NUESTRA CASA II INC","1","1","0","0"
50,"Palm Beach","Florida","NORTH LAKE CARE CENTER","2","2","0","0"
50,"Palm Beach","Florida","TERRACES OF LAKE WORTH CARE CENTER","4","4","0","0"
50,"Palm Beach","Florida","DARCY HALL OF LIFE CARE","8","8","0","0"
50,"Palm Beach","Florida","MANGROVE BAY","1","1","0","0"
50,"Palm Beach","Florida","BRIGHTON GARDENS OF BOCA RATON","1","1","0","0"
50,"Palm Beach","Florida","MENORAH HOUSE","7","7","0","0"
50,"Palm Beach","Florida","STRATFORD COURT OF BOCA RATON","10","9","1","0"
50,"Palm Beach","Florida","COURTYARD GARDENS OF JUPITER","7","7","0","0"
50,"Palm Beach","Florida","MANORCARE HEALTH SERVICES","4","4","0","0"
50,"Palm Beach","Florida","HAMLIN PLACE OF BOYNTON BEACH","11","11","0","0"
50,"Palm Beach","Florida","ATRIA AT VILLAGES OF WINDSOR","4","3","1","0"
50,"Palm Beach","Florida","BROOKDALE WEST PALM BEACH","2","2","0","0"
50,"Palm Beach","Florida","HEALTH CENTER AT SINAI RESIDENCES","3","3","0","0"
50,"Palm Beach","Florida","SONATA DELRAY BEACH","1","1","0","0"
50,"Palm Beach","Florida","CRESTHAVEN","4","4","0","0"
50,"Palm Beach","Florida","CARLISLE PALM BEACH, THE","2","2","0","0"
50,"Palm Beach","Florida","1 AAA ASSISTED LIVING AT WELLINGTON","1","1","0","0"
50,"Palm Beach","Florida","GLADES HEALTH CARE CENTER","5","5","0","0"
50,"Palm Beach","Florida","PALM'S EDGE ASSISTED LIVING AND MEMORY CARE","1","1","0","0"
50,"Palm Beach","Florida","GRAND VILLA OF DELRAY WEST","1","1","0","0"
50,"Palm Beach","Florida","HARBORCHASE OF WELLINGTON CROSSING","5","5","0","0"
50,"Palm Beach","Florida","HARBORCHASE OF PALM BEACH GARDENS","2","2","0","0"
50,"Palm Beach","Florida","TERRACE COMMUNITIES TEQUESTA , LLC","3","3","0","0"
50,"Palm Beach","Florida","ADDINGTON PLACE AT WELLINGTON GREEN","1","1","0","0"
50,"Palm Beach","Florida","PALM GARDEN OF WEST PALM BEACH","8","8","0","0"
50,"Palm Beach","Florida","HEARTLAND HEALTH CARE CENTER - PROSPERITY OAKS","6","6","0","0"
50,"Palm Beach","Florida","CONSULATE HEALTH CARE OF WEST PALM BEACH","8","8","0","0"
50,"Palm Beach","Florida","ADVENT SQUARE","1","1","0","0"
50,"Palm Beach","Florida","SONATA BOYNTON BEACH","8","8","0","0"
50,"Palm Beach","Florida","BOYNTON BEACH REHABILITATION CENTER","3","3","0","0"
50,"Palm Beach","Florida","CHATSWORTH AT PGA NATIONAL","2","2","0","0"
51,"Pasco","Florida","BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME","8","8","0","0"
51,"Pasco","Florida","BEAR CREEK NURSING CENTER","9","9","0","0"
51,"Pasco","Florida","ADVENTHEALTH CARE CENTER ZEPHYRHILLS SOUTH","11","11","0","0"
51,"Pasco","Florida","TRINITY REGIONAL REHAB CENTER","1","1","0","0"
51,"Pasco","Florida","ORCHARD RIDGE","5","5","0","0"
51,"Pasco","Florida","ROYAL OAK NURSING CENTER","8","8","0","0"
51,"Pasco","Florida","MADISON POINTE CARE CENTER","1","1","0","0"
51,"Pasco","Florida","CONSULATE HEALTH CARE OF NEW PORT RICHEY","1","1","0","0"
51,"Pasco","Florida","ADVENTHEALTH CARE CENTER ZEPHYRHILLS NORTH","1","1","0","0"
51,"Pasco","Florida","SUNSHINE CHRISTIAN HOMES INC","2","2","0","0"
51,"Pasco","Florida","HEARTLAND OF ZEPHYRHILLS","2","2","0","0"
51,"Pasco","Florida","HERITAGE PARK HEALTH AND REHABILITATION CENTER","3","3","0","0"
51,"Pasco","Florida","CONSULATE HEALTH CARE OF BAYONET POINT","6","6","0","0"
52,"Pinellas","Florida","ALPINE HEALTH AND REHABILITATION CENTER","2","2","0","0"
52,"Pinellas","Florida","PENINSULA CARE AND REHABILITATION CENTER","14","13","0","1"
52,"Pinellas","Florida","WEST BAY OF TAMPA","4","4","0","0"
52,"Pinellas","Florida","HERON HOUSE OF LARGO","1","1","0","0"
52,"Pinellas","Florida","JACARANDA MANOR","21","21","0","0"
52,"Pinellas","Florida","BELLEAIR HEALTH CARE CENTER","1","1","0","0"
52,"Pinellas","Florida","CROSS TERRACE REHABILITATION CENTER","1","1","0","0"
52,"Pinellas","Florida","HEATHER HAVEN","1","1","0","0"
52,"Pinellas","Florida","FREEDOM SQUARE REHABILITATION & NURSING SERVICES","9","9","0","0"
52,"Pinellas","Florida","BAY POINTE NURSING PAVILION","1","1","0","0"
52,"Pinellas","Florida","BARDMOOR OAKS HEALTHCARE AND REHABILITATION CENTER","6","5","1","0"
52,"Pinellas","Florida","CONSULATE HEALTH CARE OF ST PETERSBURG","4","4","0","0"
52,"Pinellas","Florida","APOLLO HEALTH AND REHABILITATION CENTER","17","14","3","0"
52,"Pinellas","Florida","GULF SHORE CARE CENTER","24","23","1","0"
52,"Pinellas","Florida","HEATHER HAVEN II","1","1","0","0"
52,"Pinellas","Florida","SEMINOLE PAVILION REHABILITATION & NURSING SERVICES","28","27","1","0"
52,"Pinellas","Florida","SABAL PALMS HEALTH CARE CENTER","2","2","0","0"
52,"Pinellas","Florida","COUNTRYSIDE REHAB AND HEALTHCARE CENTER","15","15","0","0"
52,"Pinellas","Florida","LAKESIDE OAKS CARE CENTER","1","1","0","0"
52,"Pinellas","Florida","BOCA CIEGA CENTER","13","11","2","0"
52,"Pinellas","Florida","PALM GARDEN OF PINELLAS","1","1","0","0"
52,"Pinellas","Florida","CONSULATE HEALTH CARE OF SAFETY HARBOR","1","1","0","0"
52,"Pinellas","Florida","TIERRA PINES CENTER","1","1","0","0"
52,"Pinellas","Florida","OAKS OF CLEARWATER, THE","3","3","0","0"
52,"Pinellas","Florida","HARBORCHASE","1","1","0","0"
52,"Pinellas","Florida","SEASONS BELLEAIR","4","4","0","0"
52,"Pinellas","Florida","SYLVAN TERRACE","1","1","0","0"
52,"Pinellas","Florida","BAY TREE CENTER","2","2","0","0"
52,"Pinellas","Florida","OAK MANOR HEALTHCARE & REHABILITATION CENTER","3","3","0","0"
52,"Pinellas","Florida","ST. MARK VILLAGE","11","11","0","0"
52,"Pinellas","Florida","KENSINGTON GARDENS REHAB AND NURSING CENTER","4","4","0","0"
52,"Pinellas","Florida","REGAL PALMS","5","5","0","0"
52,"Pinellas","Florida","ADDINGTON PLACE OF EAST LAKE","1","1","0","0"
52,"Pinellas","Florida","GRAND VILLA OF DUNEDIN","1","0","1","0"
52,"Pinellas","Florida","ST PETERSBURG NURSING & REHABILITATION","6","6","0","0"
52,"Pinellas","Florida","EGRET COVE CENTER","2","2","0","0"
52,"Pinellas","Florida","HIGHLAND PINES REHABILITATION CENTER","5","4","1","0"
52,"Pinellas","Florida","OAK MANOR SENIOR LIVING COMMUNITY","1","1","0","0"
52,"Pinellas","Florida","BARRINGTON (THE)","1","1","0","0"
52,"Pinellas","Florida","CLEARWATER CENTER","1","1","0","0"
52,"Pinellas","Florida","PALM GARDEN OF CLEARWATER","2","2","0","0"
52,"Pinellas","Florida","WALTON PLACE","9","9","0","0"
52,"Pinellas","Florida","LEXINGTON HEALTH AND REHABILITATION CENTER","3","3","0","0"
52,"Pinellas","Florida","INN AT LAKE SEMINOLE SQUARE (THE)","1","1","0","0"
52,"Pinellas","Florida","CARRINGTON PLACE OF ST PETE","4","3","1","0"
52,"Pinellas","Florida","STRATFORD COURT OF PALM HARBOR","2","2","0","0"
52,"Pinellas","Florida","CARE CENTER AT PINELLAS PARK, THE","2","2","0","0"
52,"Pinellas","Florida","GRAND VILLA OF CLEARWATER","1","1","0","0"
52,"Pinellas","Florida","ARBOR OAKS AT TYRONE","6","6","0","0"
52,"Pinellas","Florida","VINEYARD INN (THE)","1","1","0","0"
52,"Pinellas","Florida","COUNTRY INN","3","3","0","0"
52,"Pinellas","Florida","UNION HOUSE","1","1","0","0"
52,"Pinellas","Florida","NORTH REHABILITATION CENTER","4","3","1","0"
52,"Pinellas","Florida","GRAND VILLA OF LARGO","5","5","0","0"
52,"Pinellas","Florida","BAYTREE LAKESIDE","2","2","0","0"
52,"Pinellas","Florida","INN AT THE FOUNTAINS","4","4","0","0"
52,"Pinellas","Florida","ROYAL OAKS MANOR","2","1","1","0"
52,"Pinellas","Florida","INN AT FREEDOM SQUARE (THE)","2","2","0","0"
52,"Pinellas","Florida","HEALTH AND REHABILITATION CENTRE AT DOLPHINS VIEW","6","6","0","0"
52,"Pinellas","Florida","GULFPORT REHABILITATION CENTER","1","1","0","0"
52,"Pinellas","Florida","BON SECOURS MARIA MANOR NURSING CARE CENTER","22","22","0","0"
52,"Pinellas","Florida","PALM GARDEN OF LARGO","4","4","0","0"
52,"Pinellas","Florida","SOUTH HERITAGE HEALTH & REHABILITATION CENTER","1","1","0","0"
52,"Pinellas","Florida","GRAND VILLA OF ST PETERSBURG","2","1","1","0"
52,"Pinellas","Florida","GATEWAY CARE CENTER","1","1","0","0"
52,"Pinellas","Florida","MARION AND BERNARD L SAMSON NURSING CENTER","2","2","0","0"
52,"Pinellas","Florida","ABBEY REHABILITATION AND NURSING CENTER","1","1","0","0"
52,"Pinellas","Florida","SEABREEZE SIESTA MANOR, LLC","1","1","0","0"
52,"Pinellas","Florida","EAGLE LAKE NURSING AND REHAB CARE CENTER","1","1","0","0"
52,"Pinellas","Florida","SUNSET POINT","2","2","0","0"
52,"Pinellas","Florida","BRENTWOOD SENIOR LIVING AT ST PETE","1","1","0","0"
52,"Pinellas","Florida","PATRICK MANOR INC","5","5","0","0"
52,"Pinellas","Florida","WESTMINSTER SUNCOAST","2","2","0","0"
53,"Polk","Florida","LAKE HOWARD HEIGHTS","1","1","0","0"
53,"Polk","Florida","CONSULATE HEALTH CARE OF WINTER HAVEN","17","17","0","0"
53,"Polk","Florida","GRACE MANOR AT LAKE MORTON, LLC","7","7","0","0"
53,"Polk","Florida","FLORIDA PRESBYTERIAN HOMES INC","5","5","0","0"
53,"Polk","Florida","SAVANNAH COURT OF BARTOW","1","0","1","0"
53,"Polk","Florida","BARTOW CENTER","8","8","0","0"
53,"Polk","Florida","CONSULATE HEALTH CARE OF LAKELAND","7","7","0","0"
53,"Polk","Florida","PALM GARDEN OF WINTER HAVEN","6","6","0","0"
53,"Polk","Florida","LIFE CARE CENTER OF WINTER HAVEN","1","1","0","0"
53,"Polk","Florida","NEW ERA ASSISTED LIVING","1","1","0","0"
53,"Polk","Florida","HAWTHORNE INN OF LAKELAND","2","2","0","0"
53,"Polk","Florida","ASTORIA HEALTH AND REHABILITATION CENTER","4","4","0","0"
53,"Polk","Florida","WINTER HAVEN HEALTH AND REHABILITATION CENTER","18","18","0","0"
53,"Polk","Florida","OAK HAVEN REHAB AND NURSING CENTER","6","6","0","0"
53,"Polk","Florida","HAINES CITY REHABILITATION AND NURSING CENTER","3","3","0","0"
53,"Polk","Florida","VALENCIA HILLS HEALTH AND REHABILITATION CENTER","12","12","0","0"
53,"Polk","Florida","HAINES MANOR ALF","1","1","0","0"
53,"Polk","Florida","WEDGEWOOD HEALTHCARE CENTER","1","1","0","0"
53,"Polk","Florida","HIGHLANDS LAKE CENTER","29","29","0","0"
53,"Polk","Florida","LAKELAND MANOR ALF","2","2","0","0"
53,"Polk","Florida","CONSULATE HEALTH CARE AT LAKE PARKER","2","2","0","0"
53,"Polk","Florida","BRANDYWYNE HEALTH CARE CENTER","9","9","0","0"
53,"Polk","Florida","LAKELAND HILLS CENTER","12","12","0","0"
53,"Polk","Florida","THE GARDENS OF LAKE ALFRED","5","5","0","0"
54,"Putnam","Florida","SOLARIS HEALTHCARE PALATKA","5","5","0","0"
54,"Putnam","Florida","FIVE OAKS REST HOME","1","1","0","0"
54,"Putnam","Florida","LAKEWOOD NURSING CENTER","3","3","0","0"
57,"Santa Rosa","Florida","SANDY RIDGE HEALTH AND REHABILITATION","1","1","0","0"
57,"Santa Rosa","Florida","THE TERRACE AT IVEY ACRES OF JAY","1","1","0","0"
57,"Santa Rosa","Florida","PRUITTHEALTH - SANTA ROSA","1","1","0","0"
57,"Santa Rosa","Florida","BAY BREEZE SENIOR LIVING AND REHABILITATION CENTER","1","1","0","0"
57,"Santa Rosa","Florida","SANTA ROSA HEALTH & REHABILITATION CENTER","3","3","0","0"
58,"Sarasota","Florida","CROSSBREEZE CARE CENTER","2","2","0","0"
58,"Sarasota","Florida","ANGELS SENIOR LIVING AT SARASOTA","5","5","0","0"
58,"Sarasota","Florida","HERON EAST","2","2","0","0"
58,"Sarasota","Florida","BROOKDALE DEER CREEK SARASOTA","8","8","0","0"
58,"Sarasota","Florida","PLYMOUTH HARBOR INC","1","1","0","0"
58,"Sarasota","Florida","SPRINGS AT LAKE POINTE WOODS","3","3","0","0"
58,"Sarasota","Florida","SARASOTA POINT REHABILITATION CENTER","11","11","0","0"
58,"Sarasota","Florida","HARBORCHASE OF VENICE","1","1","0","0"
58,"Sarasota","Florida","THE FOUNTAINS OF HOPE","7","7","0","0"
58,"Sarasota","Florida","ATRIA SARASOTA","1","1","0","0"
58,"Sarasota","Florida","MAGNOLIA HEALTH AND REHABILITATION CENTER","1","1","0","0"
58,"Sarasota","Florida","TARPON POINT NURSING AND REHABILITATION CENTER","25","25","0","0"
58,"Sarasota","Florida","PINES OF SARASOTA","1","1","0","0"
58,"Sarasota","Florida","SUNSHINE MEADOWS ASSISTED LIVING FACILITY INC","1","1","0","0"
58,"Sarasota","Florida","BENEVA LAKES ASSISTED LIVING CENTER","1","1","0","0"
58,"Sarasota","Florida","TINA'S ALF","2","2","0","0"
58,"Sarasota","Florida","CONSULATE HEALTH CARE OF SARASOTA","1","1","0","0"
58,"Sarasota","Florida","SARASOTA HEALTH AND REHABILITATION CENTER","2","2","0","0"
59,"Seminole","Florida","PALMS OF LONGWOOD (THE)","1","1","0","0"
59,"Seminole","Florida","HEALTHCARE AND REHAB OF SANFORD","3","2","1","0"
59,"Seminole","Florida","CONSULATE HEALTH CARE AT WEST ALTAMONTE","4","4","0","0"
59,"Seminole","Florida","EASTBROOKE GARDENS","14","14","0","0"
59,"Seminole","Florida","ADVENTHEALTH CARE CENTER APOPKA SOUTH","1","1","0","0"
59,"Seminole","Florida","MADISON AT OVIEDO","1","1","0","0"
59,"Seminole","Florida","WATERMARK AT VISTAWILLA, THE","1","1","0","0"
59,"Seminole","Florida","LONGWOOD HEALTH AND REHABILITATION CENTER","2","2","0","0"
59,"Seminole","Florida","SPRING HILLS LAKE MARY","2","2","0","0"
